station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal
40560,Jackson/State,07/01/2006,"10,982.2","6,780.4","5,546","286,821"
40370,Washington/Dearborn,07/01/2006,"8,660.8","3,947.4","2,862","210,124"
40790,Monroe/Dearborn,07/01/2006,"5,824.7","2,172.2","1,733.7","137,756"
40070,Jackson/Dearborn,07/01/2006,"6,582.5","3,742.8","3,441.7","171,013"
40730,Washington/Wells,07/01/2006,"7,702","1,250",725,"164,640"
40040,Quincy/Wells,07/01/2006,"7,384.4","1,617","1,265.5","163,365"
40160,LaSalle/Van Buren,07/01/2006,"3,266.1",467.2,338.8,"69,690"
40850,Library,07/01/2006,"3,158.5","1,588.2","1,308","78,958"
40680,Adams/Wabash,07/01/2006,"8,707.2","5,763.4","5,186","234,076"
40260,State/Lake,07/01/2006,"9,061.8","5,753.2","4,518.5","237,113"
40380,Clark/Lake,07/01/2006,"17,145.8","4,532.6","3,726.5","387,938"
41660,Lake/State,08/01/2006,"12,260.1","7,519","5,418","333,730"
41090,Monroe/State,08/01/2006,"6,952.2","3,483.3","2,279.5","182,951"
40560,Jackson/State,08/01/2006,"9,955.3","5,672.3","4,139.8","268,220"
40370,Washington/Dearborn,08/01/2006,"8,327.1","3,606.8","2,595.3","216,332"
40790,Monroe/Dearborn,08/01/2006,"5,545.9","1,740.8","1,385","140,058"
40070,Jackson/Dearborn,08/01/2006,"5,791.8","3,173.8","2,709.5","156,744"
40730,Washington/Wells,08/01/2006,"7,703.9","1,158.5",786.3,"184,968"
40040,Quincy/Wells,08/01/2006,"7,421.8","1,648.3","1,331.5","182,621"
40160,LaSalle/Van Buren,08/01/2006,"3,291.4",512.8,435,"79,493"
40850,Library,08/01/2006,"2,906.5","1,592.8","1,386","78,765"
40680,Adams/Wabash,08/01/2006,"7,282.7","4,225","3,459.5","198,239"
40260,State/Lake,08/01/2006,"9,007.1","5,405.5","4,411","246,429"
40380,Clark/Lake,08/01/2006,"17,083.3","4,518.3","3,879.3","426,507"
41660,Lake/State,09/01/2006,"12,585.4","7,463.8","4,978","313,916"
41090,Monroe/State,09/01/2006,"6,912.4","3,478.8","2,123.6","166,260"
40560,Jackson/State,09/01/2006,"11,694.5","4,751.2","3,197","273,631"
40370,Washington/Dearborn,09/01/2006,"8,232.9","3,430.6","2,161.8","192,619"
40790,Monroe/Dearborn,09/01/2006,"5,849.6","1,683","1,109.2","130,953"
40070,Jackson/Dearborn,09/01/2006,"6,489.2","2,392.6","1,709","150,292"
40730,Washington/Wells,09/01/2006,"7,779.2","1,206",774.8,"165,487"
40040,Quincy/Wells,09/01/2006,"7,446.8","1,484","1,287.2","162,791"
40160,LaSalle/Van Buren,09/01/2006,"3,335.7",466.6,322.4,"70,659"
40850,Library,09/01/2006,"3,785.4","1,495.6",944.2,"87,906"
40680,Adams/Wabash,09/01/2006,"8,380","3,676.4","2,265.4","197,308"
40260,State/Lake,09/01/2006,"9,637","5,231.8","3,659.2","237,194"
40380,Clark/Lake,09/01/2006,"17,248.3","4,316","3,231.2","382,701"
41660,Lake/State,10/01/2006,"14,347","8,203.5","5,520.2","376,049"
41090,Monroe/State,10/01/2006,"8,067.1","3,737.5","2,511.4","204,984"
40560,Jackson/State,10/01/2006,"12,115.7","5,010.3","4,843.4","310,804"
40370,Washington/Dearborn,10/01/2006,"8,104.5","3,766","2,482.4","205,776"
40790,Monroe/Dearborn,10/01/2006,"5,924.2","1,647.3","1,262.8","143,236"
40070,Jackson/Dearborn,10/01/2006,"6,556.1","2,321.8","2,312.4","165,083"
40730,Washington/Wells,10/01/2006,"7,540.5","1,191.3",904.4,"175,179"
40040,Quincy/Wells,10/01/2006,"7,289.3","1,515.3","1,463.2","173,742"
40160,LaSalle/Van Buren,10/01/2006,"3,231.4",413,362.2,"74,554"
40850,Library,10/01/2006,"3,827.2","1,601","1,458.8","97,896"
40680,Adams/Wabash,10/01/2006,"8,098.9","3,099","3,210.6","206,624"
40260,State/Lake,10/01/2006,"9,355.4","5,304.5","3,798.6","246,029"
40380,Clark/Lake,10/01/2006,"16,770.5","4,771.5","3,879.8","407,437"
41660,Lake/State,11/01/2006,"15,573.8","9,389","5,417.8","391,695"
41090,Monroe/State,11/01/2006,"9,114.1","4,350.8","2,426.6","220,933"
40560,Jackson/State,11/01/2006,"10,410.8","4,399.8","2,594.8","249,200"
40370,Washington/Dearborn,11/01/2006,"8,079","4,153.8","2,297.8","197,762"
40790,Monroe/Dearborn,11/01/2006,"5,780.6","1,715","1,075.2","133,629"
40070,Jackson/Dearborn,11/01/2006,"6,213.4","2,217","1,547.2","147,086"
40730,Washington/Wells,11/01/2006,"7,508.8","1,156.5",697.2,"165,796"
40040,Quincy/Wells,11/01/2006,"7,107.8","1,452","1,197.4","161,059"
40160,LaSalle/Van Buren,11/01/2006,"3,188.4",411.8,276.4,"69,986"
40850,Library,11/01/2006,"3,566.5","1,446.3","1,006.4","85,713"
40680,Adams/Wabash,11/01/2006,"7,841","3,182.5","1,899.4","186,889"
40260,State/Lake,11/01/2006,"9,108","5,510.3","3,235.6","229,487"
40380,Clark/Lake,11/01/2006,"16,478.1","4,776","3,177.2","381,031"
41660,Lake/State,12/01/2006,"14,737.2","9,497.8","5,738.8","376,666"
41090,Monroe/State,12/01/2006,"8,731.9","4,580","2,320","211,457"
40560,Jackson/State,12/01/2006,"8,380.8","3,757.2","2,190","199,542"
40370,Washington/Dearborn,12/01/2006,"8,022.2","4,205.4","2,154.7","194,398"
40790,Monroe/Dearborn,12/01/2006,"5,245","1,450.4",814,"117,035"
40070,Jackson/Dearborn,12/01/2006,"5,214","1,792","1,259.2","120,795"
40730,Washington/Wells,12/01/2006,"6,685.5",910.2,513.5,"141,341"
40040,Quincy/Wells,12/01/2006,"6,356.6","1,015.4",688.7,"136,341"
40160,LaSalle/Van Buren,12/01/2006,"2,969.7",316.8,214,"62,261"
40850,Library,12/01/2006,"2,761.3","1,029.6",575.3,"63,826"
40680,Adams/Wabash,12/01/2006,"6,176.4","2,377.8","1,442.3","144,071"
40260,State/Lake,12/01/2006,"7,954.8","4,413.6","2,724.5","197,511"
40380,Clark/Lake,12/01/2006,"15,250.9","4,192","2,493.8","340,941"
41660,Lake/State,01/01/2007,"14,345.7","7,709","4,549.2","369,188"
41090,Monroe/State,01/01/2007,"8,553.8","3,794.3","2,025.2","213,486"
40560,Jackson/State,01/01/2007,"10,430","3,592.5","2,126","254,461"
40370,Washington/Dearborn,01/01/2007,"7,372.3","2,537","1,624.2","180,459"
40790,Monroe/Dearborn,01/01/2007,"5,329","1,287",825.2,"126,512"
40070,Jackson/Dearborn,01/01/2007,"5,735.5","1,754.3","1,433.2","140,364"
40730,Washington/Wells,01/01/2007,"7,364.2","1,046",599.8,"169,195"
40040,Quincy/Wells,01/01/2007,"6,966.2","1,247.8",837,"162,432"
40160,LaSalle/Van Buren,01/01/2007,"3,176.5",365,244.2,"72,565"
40850,Library,01/01/2007,"3,125.2","1,143",674.2,"76,698"
40680,Adams/Wabash,01/01/2007,"7,017","2,419.5","1,686.8","172,485"
40260,State/Lake,01/01/2007,"7,999.4","4,159.5","2,780.8","206,529"
40380,Clark/Lake,01/01/2007,"15,705.6","3,546.5","2,465.8","372,039"
41660,Lake/State,02/01/2007,"14,473.9","7,288","4,403.3","336,243"
41090,Monroe/State,02/01/2007,"8,622","3,827.5","2,103.5","196,163"
40560,Jackson/State,02/01/2007,"10,761.5","3,867.3","2,316.8","239,966"
40370,Washington/Dearborn,02/01/2007,"7,090.2","2,190.5","1,249.8","155,564"
40790,Monroe/Dearborn,02/01/2007,"5,380.1","1,277.3",878,"116,223"
40070,Jackson/Dearborn,02/01/2007,"5,837.1","1,704","1,138.5","128,112"
40730,Washington/Wells,02/01/2007,"7,241.8",992,555.8,"151,026"
40040,Quincy/Wells,02/01/2007,"6,950.9","1,186.5",904.5,"147,382"
40160,LaSalle/Van Buren,02/01/2007,"3,211.8",382.5,231.8,"66,693"
40850,Library,02/01/2007,"3,402.2","1,227.5",750.8,"75,957"
40680,Adams/Wabash,02/01/2007,"7,173.5","2,533.3","1,514.8","159,661"
40260,State/Lake,02/01/2007,"7,927.9","3,553.3","2,412.3","182,420"
40380,Clark/Lake,02/01/2007,"15,238.4","3,179.3","2,209.5","326,322"
41660,Lake/State,03/01/2007,"15,028.8","8,722.2","5,123.5","394,739"
41090,Monroe/State,03/01/2007,"8,673.5","4,087","2,343","220,623"
40560,Jackson/State,03/01/2007,"10,505.6","4,724.4","3,060.8","266,988"
40370,Washington/Dearborn,03/01/2007,"7,331.9","2,882.6","1,664.8","182,373"
40790,Monroe/Dearborn,03/01/2007,"5,327.8","1,513.8",973.5,"128,674"
40070,Jackson/Dearborn,03/01/2007,"6,014.6","2,400.8","1,611.3","150,770"
40730,Washington/Wells,03/01/2007,"7,543.9","1,169.2",687.8,"174,563"
40040,Quincy/Wells,03/01/2007,"7,331.9","1,544.2","1,141.5","173,589"
40160,LaSalle/Van Buren,03/01/2007,"3,249.9",441.4,392.8,"75,275"
40850,Library,03/01/2007,"3,523.6","1,621","1,039.3","89,782"
40680,Adams/Wabash,03/01/2007,"7,344.7","3,387.8","2,324.8","187,822"
40260,State/Lake,03/01/2007,"8,690.2","5,201.8","3,450.8","230,996"
40380,Clark/Lake,03/01/2007,"16,187.5","4,329.4","2,972.8","389,662"
41660,Lake/State,04/01/2007,"14,378.3","4,457.3","3,164.8","335,597"
41090,Monroe/State,04/01/2007,"8,607.5","2,371.3","1,353.8","197,012"
40560,Jackson/State,04/01/2007,"11,307","2,592.8","1,779.2","256,714"
40370,Washington/Dearborn,04/01/2007,"7,315.4","2,843","1,727.2","173,631"
40790,Monroe/Dearborn,04/01/2007,"5,458.1","1,578.5","1,049.2","126,181"
40070,Jackson/Dearborn,04/01/2007,"6,207.6","2,268.5","1,523.6","147,051"
40730,Washington/Wells,04/01/2007,"6,568.7","1,073",742.4,"145,947"
40040,Quincy/Wells,04/01/2007,"6,513.2","1,431.8","1,202.6","148,518"
40160,LaSalle/Van Buren,04/01/2007,"3,040.4",395.3,313.6,"66,997"
40850,Library,04/01/2007,"3,635.7","1,778","1,154.8","89,236"
40680,Adams/Wabash,04/01/2007,"7,856.1","5,180.8","3,151.2","201,458"
40260,State/Lake,04/01/2007,"8,442.7","8,513.5","5,790.8","240,305"
40380,Clark/Lake,04/01/2007,"16,303","4,746","3,515.4","378,924"
41660,Lake/State,05/01/2007,"14,267.1","5,501","4,292.6","357,343"
41090,Monroe/State,05/01/2007,"9,048.9","2,806","2,123.6","220,917"
40560,Jackson/State,05/01/2007,"10,883.7","2,688.5","2,145.4","260,922"
40370,Washington/Dearborn,05/01/2007,"7,721.3","3,768.5","2,163.4","195,760"
40790,Monroe/Dearborn,05/01/2007,"5,566.7","1,898","1,194.8","136,034"
40070,Jackson/Dearborn,05/01/2007,"6,564.3","2,936","1,927.4","165,795"
40730,Washington/Wells,05/01/2007,"6,683","2,443.8",855,"161,076"
40040,Quincy/Wells,05/01/2007,"6,704.8","1,457.8","1,209.4","159,384"
40160,LaSalle/Van Buren,05/01/2007,"3,084",480.5,315.2,"71,346"
40850,Library,05/01/2007,"3,666.3","2,368.5","1,128.2","95,774"
40680,Adams/Wabash,05/01/2007,"8,450.1","4,148.3","3,021.4","217,602"
40260,State/Lake,05/01/2007,"9,045.9","5,829.8","4,613.8","245,397"
40380,Clark/Lake,05/01/2007,"17,197.4","6,029.3","4,075.8","422,839"
41660,Lake/State,06/01/2007,"14,947.6","8,259","5,833.3","378,528"
41090,Monroe/State,06/01/2007,"10,060.7","4,575","2,673","244,842"
40560,Jackson/State,06/01/2007,"11,084.8","5,746.8","3,465.8","275,377"
40370,Washington/Dearborn,06/01/2007,"7,801.7","3,432.6","2,126.8","189,506"
40790,Monroe/Dearborn,06/01/2007,"5,715.2","2,002.6","1,177.5","134,742"
40070,Jackson/Dearborn,06/01/2007,"6,797.8","4,220.2","2,327.8","173,166"
40730,Washington/Wells,06/01/2007,"6,915.7","1,244",846.5,"154,835"
40040,Quincy/Wells,06/01/2007,"7,025.1","1,635","1,345.5","161,084"
40160,LaSalle/Van Buren,06/01/2007,"3,148.1",478.4,387.8,"70,054"
40850,Library,06/01/2007,"3,450","1,843.2","1,242.8","86,636"
40680,Adams/Wabash,06/01/2007,"8,481.6","5,810.4","3,325","220,466"
40260,State/Lake,06/01/2007,"9,336.2","5,400","4,211.8","239,907"
40380,Clark/Lake,06/01/2007,"17,976","5,126.4","4,053.8","419,343"
41660,Lake/State,07/01/2007,"15,650.7","9,531.5","7,027.5","408,956"
41090,Monroe/State,07/01/2007,"10,891.8","5,116.8","3,906.8","272,636"
40560,Jackson/State,07/01/2007,"11,815.8","5,802.3","5,556.7","304,680"
40370,Washington/Dearborn,07/01/2007,"7,819.1","2,167","1,921.2","184,397"
40790,Monroe/Dearborn,07/01/2007,"6,077.3","1,603.5","1,522.7","143,174"
40070,Jackson/Dearborn,07/01/2007,"7,405","3,089.3","3,703.8","190,085"
40730,Washington/Wells,07/01/2007,"7,027.1","1,235.3",812.8,"157,387"
40040,Quincy/Wells,07/01/2007,"7,032.9","1,764","1,434.3","163,353"
40160,LaSalle/Van Buren,07/01/2007,"3,121.5",517,375.3,"69,871"
40850,Library,07/01/2007,"3,620.3","1,744.3","1,568.5","92,414"
40680,Adams/Wabash,07/01/2007,"9,045","5,118.3","5,621","244,145"
40260,State/Lake,07/01/2007,"9,334.6","6,242","4,637.2","248,817"
40380,Clark/Lake,07/01/2007,"17,942.3","4,367","3,512.8","415,333"
41660,Lake/State,08/01/2007,"14,450.7","9,507.8","6,084.3","394,735"
41090,Monroe/State,08/01/2007,"9,969.3","4,924","3,281.5","262,117"
40560,Jackson/State,08/01/2007,"10,490.9","6,134","4,622","284,315"
40370,Washington/Dearborn,08/01/2007,"7,121.3","1,416.3",909,"173,090"
40790,Monroe/Dearborn,08/01/2007,"5,588.5","1,075",781,"135,959"
40070,Jackson/Dearborn,08/01/2007,"6,390.7","2,918.5","2,514","168,715"
40730,Washington/Wells,08/01/2007,"6,817","1,195.8",776.5,"164,680"
40040,Quincy/Wells,08/01/2007,"6,944.2","1,778.8","1,316.5","172,098"
40160,LaSalle/Van Buren,08/01/2007,"3,060.8",517.3,392,"74,035"
40850,Library,08/01/2007,"3,371.7","1,812.5","1,643.5","91,373"
40680,Adams/Wabash,08/01/2007,"8,187.2","4,457.8","3,866.8","221,604"
40260,State/Lake,08/01/2007,"9,987.4","5,580.3","4,011","268,075"
40380,Clark/Lake,08/01/2007,"17,251.4","4,043.8","3,069","425,234"
41660,Lake/State,09/01/2007,"14,459.7","5,530.4","4,275.3","328,038"
41090,Monroe/State,09/01/2007,"9,467.1","3,005.2","2,153.2","207,819"
40560,Jackson/State,09/01/2007,"12,207.6","3,394.8","2,596.2","264,496"
40370,Washington/Dearborn,09/01/2007,"7,125.8","2,337.6","1,707.7","157,324"
40790,Monroe/Dearborn,09/01/2007,"5,870.1","1,606.2","1,206.5","126,801"
40070,Jackson/Dearborn,09/01/2007,"7,279.8","2,764.2","2,075.7","164,591"
40730,Washington/Wells,09/01/2007,"7,058.8","1,266.4",839.3,"145,486"
40040,Quincy/Wells,09/01/2007,"7,154.1","1,740.2","1,546","153,905"
40160,LaSalle/Van Buren,09/01/2007,"3,167.3",489.4,345.8,"64,701"
40850,Library,09/01/2007,"4,618.7","2,103.8","1,337.5","106,300"
40680,Adams/Wabash,09/01/2007,"9,772.9","6,267.8","4,024.5","241,171"
40260,State/Lake,09/01/2007,"10,693.6","7,909.6","5,139","273,561"
40380,Clark/Lake,09/01/2007,"17,691.6","5,203.2","4,110.5","386,820"
41660,Lake/State,10/01/2007,"13,076","2,444","1,927.5","318,235"
41090,Monroe/State,10/01/2007,"8,857.1","1,194","1,255.5","213,511"
40560,Jackson/State,10/01/2007,"11,099.3","1,417","2,802.5","272,161"
40370,Washington/Dearborn,10/01/2007,"7,162","3,370.8","2,063.8","186,464"
40790,Monroe/Dearborn,10/01/2007,"5,917.1","1,969","1,486","149,913"
40070,Jackson/Dearborn,10/01/2007,"7,449.2","3,202.5","3,265.5","197,203"
40730,Washington/Wells,10/01/2007,"7,142.1","1,460.5","1,042.5","174,280"
40040,Quincy/Wells,10/01/2007,"7,194","1,999.5","1,908.5","181,093"
40160,LaSalle/Van Buren,10/01/2007,"3,199",516.3,430.3,"77,363"
40850,Library,10/01/2007,"4,783.9","2,516.3","2,039.8","128,254"
40680,Adams/Wabash,10/01/2007,"10,055.1","7,603.3","6,089.8","286,039"
40260,State/Lake,10/01/2007,"10,713.1","9,309.3","6,351.3","309,044"
40380,Clark/Lake,10/01/2007,"17,949.5","6,732","5,384","461,303"
41660,Lake/State,11/01/2007,"12,734.8","4,135.3","2,524","296,591"
41090,Monroe/State,11/01/2007,"8,367","1,886.8","1,122.2","188,866"
40560,Jackson/State,11/01/2007,"9,735","1,752.5","1,264.4","217,768"
40370,Washington/Dearborn,11/01/2007,"7,249.8","3,430.8","1,658.2","174,259"
40790,Monroe/Dearborn,11/01/2007,"5,672.7","1,741.8","1,065.6","131,422"
40070,Jackson/Dearborn,11/01/2007,"6,906.2","2,483.5","1,640.6","163,168"
40730,Washington/Wells,11/01/2007,"6,784.2","1,269.5",721.8,"151,156"
40040,Quincy/Wells,11/01/2007,"6,830.4","1,682","1,342.4","156,878"
40160,LaSalle/Van Buren,11/01/2007,"3,000.4",471,305.4,"66,420"
40850,Library,11/01/2007,"4,220.9","2,034.3","1,211.2","102,832"
40680,Adams/Wabash,11/01/2007,"8,899.5","5,418.8","3,032.6","223,728"
40260,State/Lake,11/01/2007,"9,923.8","7,476","4,012.4","258,365"
40380,Clark/Lake,11/01/2007,"17,404.7","6,112.5","3,707.6","408,487"
41660,Lake/State,12/01/2007,"12,640.5","7,943","4,438","319,153"
41090,Monroe/State,12/01/2007,"8,309.4","3,820.8","2,070.2","197,712"
40560,Jackson/State,12/01/2007,"8,231.6","3,332","1,943","192,949"
40370,Washington/Dearborn,12/01/2007,"6,916.2","3,310.2","1,695.3","165,046"
40790,Monroe/Dearborn,12/01/2007,"4,997.5","1,338.8",802.8,"111,460"
40070,Jackson/Dearborn,12/01/2007,"5,623.8","1,928.6","1,275","129,768"
40730,Washington/Wells,12/01/2007,"5,960","1,061.2",568.7,"127,918"
40040,Quincy/Wells,12/01/2007,"6,012.4","1,312.6",891.5,"132,159"
40160,LaSalle/Van Buren,12/01/2007,"2,724.6",385.2,241,"57,863"
40850,Library,12/01/2007,"2,991.1","1,314.6",773.7,"71,037"
40680,Adams/Wabash,12/01/2007,"6,559.9","2,735.2","1,558","154,222"
40260,State/Lake,12/01/2007,"7,937.5","4,570","2,785.8","198,314"
40380,Clark/Lake,12/01/2007,"15,303.6","4,405.2","2,664.8","344,087"
41660,Lake/State,01/01/2008,"13,078.3","6,236.3","3,813.4","331,734"
41090,Monroe/State,01/01/2008,"8,896.1","3,293.3","1,971.2","218,743"
40560,Jackson/State,01/01/2008,"10,645.9","3,151.8","1,969.4","256,663"
40370,Washington/Dearborn,01/01/2008,"6,644.5","1,950","1,431.2","161,134"
40790,Monroe/Dearborn,01/01/2008,"5,358.8","1,087.3",745,"125,968"
40070,Jackson/Dearborn,01/01/2008,"6,367.1","1,760.8","1,251","153,374"
40730,Washington/Wells,01/01/2008,"6,733.9","1,007.3",515.2,"154,750"
40040,Quincy/Wells,01/01/2008,"6,845.9","1,260.3",895.4,"160,128"
40160,LaSalle/Van Buren,01/01/2008,"3,021.5",357,244.6,"69,124"
40850,Library,01/01/2008,"3,494.2","1,140.8",753,"85,201"
40680,Adams/Wabash,01/01/2008,"7,582.4","2,227.8","1,373.4","182,590"
40260,State/Lake,01/01/2008,"8,213.7","3,828.5","2,625.8","209,145"
40380,Clark/Lake,01/01/2008,"16,463.3","3,345.3","2,524","388,194"
41660,Lake/State,02/01/2008,"13,765.1","6,263","3,527.5","328,229"
41090,Monroe/State,02/01/2008,"9,425.3","3,284.3","1,795.3","218,249"
40560,Jackson/State,02/01/2008,"11,261.8","3,224.3","1,884","256,930"
40370,Washington/Dearborn,02/01/2008,"6,736.8","2,514","1,267.3","156,598"
40790,Monroe/Dearborn,02/01/2008,"5,729","1,555.8","1,032.3","130,662"
40070,Jackson/Dearborn,02/01/2008,"6,837.8","2,282.5","1,455","158,544"
40730,Washington/Wells,02/01/2008,"6,657.1","1,096.3",626,"146,688"
40040,Quincy/Wells,02/01/2008,"6,888","1,371.3","1,066.8","154,399"
40160,LaSalle/Van Buren,02/01/2008,"3,086.1",381.3,274.8,"67,433"
40850,Library,02/01/2008,"3,814.8","1,589.5",927.5,"90,178"
40680,Adams/Wabash,02/01/2008,"7,833.8","3,954.8","2,331.5","189,654"
40260,State/Lake,02/01/2008,"8,363.6","6,420","3,541","215,480"
40380,Clark/Lake,02/01/2008,"16,647","4,630.8","2,941.8","379,878"
41660,Lake/State,03/01/2008,"13,809.8","5,487.8","3,040.8","332,648"
41090,Monroe/State,03/01/2008,"9,606.1","2,914.8","1,624","224,422"
40560,Jackson/State,03/01/2008,"10,746.9","2,945.4","2,016.2","250,492"
40370,Washington/Dearborn,03/01/2008,"6,943.1","2,541.8","1,411.8","165,574"
40790,Monroe/Dearborn,03/01/2008,"5,816.4","1,716","1,090.2","136,175"
40070,Jackson/Dearborn,03/01/2008,"6,881.1","2,667.4","1,768.8","166,684"
40730,Washington/Wells,03/01/2008,"6,624.9","1,177.2",694.4,"148,480"
40040,Quincy/Wells,03/01/2008,"6,960.5","1,675.2","1,236.8","160,731"
40160,LaSalle/Van Buren,03/01/2008,"2,989.3",454,427.6,"67,184"
40850,Library,03/01/2008,"3,755.8","1,799.4","1,194.8","93,842"
40680,Adams/Wabash,03/01/2008,"7,786.3","4,312","2,978.2","199,964"
40260,State/Lake,03/01/2008,"8,754","7,390","4,734.4","244,457"
40380,Clark/Lake,03/01/2008,"17,399","4,706.8","3,275.8","405,292"
41660,Lake/State,04/01/2008,"14,032.7","1,462.3","1,099.8","318,968"
41090,Monroe/State,04/01/2008,"9,634.5",529,377.8,"215,585"
40560,Jackson/State,04/01/2008,"11,476",567.8,496.8,"256,731"
40370,Washington/Dearborn,04/01/2008,"7,188.2","2,565.3","1,639.3","174,959"
40790,Monroe/Dearborn,04/01/2008,"5,995","1,878.3","1,333","144,736"
40070,Jackson/Dearborn,04/01/2008,"7,328.2","2,758.3","1,865.3","179,715"
40730,Washington/Wells,04/01/2008,"6,721.9","1,303",779.5,"156,212"
40040,Quincy/Wells,04/01/2008,"7,223.8","1,672","1,407","171,240"
40160,LaSalle/Van Buren,04/01/2008,"3,184",482,368,"73,449"
40850,Library,04/01/2008,"4,421","2,206.5","1,442.3","111,858"
40680,Adams/Wabash,04/01/2008,"9,276","6,834.5","4,672.3","250,098"
40260,State/Lake,04/01/2008,"10,066.5","8,136.5","5,351.3","275,415"
40380,Clark/Lake,04/01/2008,"18,652.5","6,523.5","4,868","455,921"
41660,Lake/State,05/01/2008,"13,835.5","2,844.8","2,970.4","319,621"
41090,Monroe/State,05/01/2008,"9,586.6","1,540","1,361.6","215,826"
40560,Jackson/State,05/01/2008,"11,060.7","1,594.6","1,358","247,038"
40370,Washington/Dearborn,05/01/2008,"7,301","3,334","1,775.2","178,868"
40790,Monroe/Dearborn,05/01/2008,"5,957.7","2,014.6","1,278.4","141,576"
40070,Jackson/Dearborn,05/01/2008,"7,401.1","3,853","2,580","187,588"
40730,Washington/Wells,05/01/2008,"6,683","3,252.4","1,666","164,936"
40040,Quincy/Wells,05/01/2008,"7,331.8","2,116","1,574","172,417"
40160,LaSalle/Van Buren,05/01/2008,"3,253.5",638,413.8,"73,582"
40850,Library,05/01/2008,"4,280.5","4,268.4","2,802.8","125,246"
40680,Adams/Wabash,05/01/2008,"8,867","5,039.2","2,737.8","225,093"
40260,State/Lake,05/01/2008,"9,585.3","6,912.2","4,552.2","258,614"
40380,Clark/Lake,05/01/2008,"18,944.3","6,532","4,389.8","452,440"
41660,Lake/State,06/01/2008,"14,104","4,447","2,278.8","325,366"
41090,Monroe/State,06/01/2008,"9,330.6","2,724.3","1,108","212,380"
40560,Jackson/State,06/01/2008,"10,516.5","3,859.3","1,828.4","245,426"
40370,Washington/Dearborn,06/01/2008,"7,743","3,461","2,139.6","187,144"
40790,Monroe/Dearborn,06/01/2008,"6,050.5","2,588","1,755","146,188"
40070,Jackson/Dearborn,06/01/2008,"7,612.3","5,060","3,260.8","196,403"
40730,Washington/Wells,06/01/2008,"6,751.9","1,414","1,004","152,466"
40040,Quincy/Wells,06/01/2008,"7,532.2","1,956.8","1,703.8","174,523"
40160,LaSalle/Van Buren,06/01/2008,"3,248.7",585.3,470.2,"72,915"
40850,Library,06/01/2008,"4,056.7","2,569.8","1,824.4","104,591"
40680,Adams/Wabash,06/01/2008,"9,314.1","9,324.3","6,288.8","264,338"
40260,State/Lake,06/01/2008,"10,756.2","8,183.3","6,331.6","290,271"
40380,Clark/Lake,06/01/2008,"19,968.7","6,886.3","5,392.4","473,849"
41660,Lake/State,07/01/2008,"14,671.9","4,694.3","3,043.2","356,775"
41090,Monroe/State,07/01/2008,"9,948.6","2,668.5","1,966.8","239,377"
40560,Jackson/State,07/01/2008,"10,914.6","3,667.3","3,315.6","271,368"
40370,Washington/Dearborn,07/01/2008,"8,050.5","3,372.8","2,801.4","204,610"
40790,Monroe/Dearborn,07/01/2008,"6,353.5","2,341.8","2,075.2","159,521"
40070,Jackson/Dearborn,07/01/2008,"8,139.5","4,225.5","4,267.6","217,309"
40730,Washington/Wells,07/01/2008,"6,892.7","1,291.5",918.8,"161,400"
40040,Quincy/Wells,07/01/2008,"7,646","2,056.5","1,751.2","185,194"
40160,LaSalle/Van Buren,07/01/2008,"3,317.6",550,445,"77,413"
40850,Library,07/01/2008,"4,108.4","2,183","1,922.8","108,730"
40680,Adams/Wabash,07/01/2008,"9,647","7,724.3","7,455.2","280,406"
40260,State/Lake,07/01/2008,"10,836.9","8,414.5","7,259.2","308,365"
40380,Clark/Lake,07/01/2008,"20,150.6","6,691","6,034.4","500,250"
41660,Lake/State,08/01/2008,"14,750.1","3,833.8","3,161.4","344,728"
41090,Monroe/State,08/01/2008,"9,688.8","2,060.2","1,566","221,595"
40560,Jackson/State,08/01/2008,"10,248.1","2,830.6","2,491","241,819"
40370,Washington/Dearborn,08/01/2008,"7,777","3,440.6","2,354.6","192,294"
40790,Monroe/Dearborn,08/01/2008,"6,164.6","2,310.6","1,892.2","150,471"
40070,Jackson/Dearborn,08/01/2008,"7,721.5","4,812.6","4,163","207,029"
40730,Washington/Wells,08/01/2008,"6,545.7","1,393.8","1,038.4","149,621"
40040,Quincy/Wells,08/01/2008,"7,491.8","2,289.6","1,806","177,805"
40160,LaSalle/Van Buren,08/01/2008,"3,200.4",653.6,536.2,"73,157"
40850,Library,08/01/2008,"3,767.6","2,535.2","2,040.2","101,996"
40680,Adams/Wabash,08/01/2008,"8,920.9","8,988.4","7,006.8","267,315"
40260,State/Lake,08/01/2008,"10,765.4","9,955","7,492.8","313,312"
40380,Clark/Lake,08/01/2008,"19,868.2","7,981.6","6,285.2","488,567"
41660,Lake/State,09/01/2008,"15,284.7","9,909","5,946.2","390,345"
41090,Monroe/State,09/01/2008,"9,881.8","5,349","3,020.8","244,018"
40560,Jackson/State,09/01/2008,"12,379.4","7,115","4,221.6","309,536"
40370,Washington/Dearborn,09/01/2008,"7,645.3","3,113.3","1,916.8","182,589"
40790,Monroe/Dearborn,09/01/2008,"6,319.4","1,886.5","1,287.6","146,692"
40070,Jackson/Dearborn,09/01/2008,"8,517.2","4,567.5","3,034","212,302"
40730,Washington/Wells,09/01/2008,"7,006.4","5,722","2,993.8","184,991"
